id_progetto;missione;livello_territoriale;localizzazione;provincia;comune;geo_map_lat;geo_map_long;cup;importo_progetto;finanziato_pnrr;finanziato_pnc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G41D20000720001;M4;1. comunale;Comune di VIAREGGIO (LU);LUCCA;Viareggio;43.863.862.611.409;10.269.174.141.140;G41D20000720001;12935;12935;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H21D20000970001;M4;1. comunale;Comune di BARBERINO TAVARNELLE (FI);FIRENZE;Barberino Tavarnelle;43.557.579.043.457;11.173.000.980.689;H21D20000970001;8264;8264;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B26G20000700001;M4;1. comunale;Comune di RIGNANO SULL'ARNO (FI);FIRENZE;Rignano sull'Arno;43.729.474.818.305;11.426.345.094.719;B26G20000700001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B51D20000710001;M4;1. comunale;Comune di MONTERCHI (AR);AREZZO;Monterchi;43.470.416.138.292;12.096.903.538.574;B51D20000710001;10811;10811;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C11D20000720001;M4;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.760.325.499.527;11.284.985.275.694;C11D20000720001;11155;11155;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D41D20000760001;M4;1. comunale;Comune di CHIESINA UZZANESE (PT);PISTOIA;Chiesina Uzzanese;43.839.980.835.575;10.724.843.409.596;D41D20000760001;12296;12296;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D51D20001620001;M4;1. comunale;Comune di GROSSETO (GR);GROSSETO;Grosseto;42.751.168.423.761;11.118.487.187.645;D51D20001620001;9654;9654;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D51D20001640001;M4;1. comunale;Comune di GROSSETO (GR);GROSSETO;Grosseto;42.762.838.136.530;11.121.646.317.033;D51D20001640001;8978;8978;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E21D20000630001;M4;1. comunale;Comune di PESCAGLIA (LU);LUCCA;Pescaglia;43.952.193.891.686;10.411.046.643.355;E21D20000630001;8723;8723;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E21D20000650001;M4;1. comunale;Comune di MONTECATINI-TERME (PT);PISTOIA;Montecatini-Terme;43.883.798.996.829;10.784.647.902.652;E21D20000650001;12999;12999;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E31D20000840001;M4;1. comunale;Comune di PRATO (PO);PRATO;Prato;43.876.719.543.550;11.068.171.623.466;E31D20000840001;14171;14171;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E41D20000750001;M4;1. comunale;Comune di LIVORNO (LI);LIVORNO;Livorno;43.555.613.779.985;10.321.432.863.081;E41D20000750001;10880;10880;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G71D20000540001;M4;1. comunale;Comune di MONTEPULCIANO (SI);SIENA;Montepulciano;43.108.326.087.243;11.834.000.879.870;G71D20000540001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H11D20000940001;M4;1. comunale;Comune di AREZZO (AR);AREZZO;Arezzo;43.465.671.578.610;11.880.947.363.429;H11D20000940001;13640;13640;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H21D20000910001;M4;1. comunale;Comune di TERRANUOVA BRACCIOLINI (AR);AREZZO;Terranuova Bracciolini;43.552.851.902.385;11.585.942.151.846;H21D20000910001;8302;8302;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H81D20000740001;M4;1. comunale;Comune di PONTASSIEVE (FI);FIRENZE;Pontassieve;43.776.695.141.221;11.422.869.316.774;H81D20000740001;11991;11991;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J36G20000360001;M4;1. comunale;Comune di PRATO (PO);PRATO;Prato;43.882.710.764.369;11.076.259.238.752;J36G20000360001;10986;10986;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J81D20001150001;M4;1. comunale;Comune di ALTOPASCIO (LU);LUCCA;Altopascio;43.817.227.732.808;10.679.331.108.612;J81D20001150001;14019;14019;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B21D19000030001;M4;1. comunale;Comune di LUCIGNANO (AR);AREZZO;Lucignano;43.274.744.999.290;11.746.377.529.704;B21D19000030001;7347;7347;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B61D20000550001;M4;1. comunale;Comune di MASSA (MS);MASSA-CARRARA;Massa;44.030.538.454.604;10.137.586.927.042;B61D20000550001;10716;10716;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C21D20000540001;M4;2. intercomunale;Comune di MONTERONI D'ARBIA (SI);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C39H20000210001;M4;1. comunale;Comune di BAGNO A RIPOLI (FI);FIRENZE;Bagno a Ripoli;43.754.756.904.273;11.316.078.268.026;C39H20000210001;11639;11639;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D11D20000680001;M4;1. comunale;Comune di BARGA (LU);LUCCA;Barga;44.075.709.362.321;10.484.879.818.268;D11D20000680001;11766;11766;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E11D20000670001;M4;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.765.553.390.551;11.214.265.513.104;E11D20000670001;12564;12564;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E66G20000340001;M4;1. comunale;Comune di LUCCA (LU);LUCCA;Lucca;43.854.540.998.885;10.525.593.219.996;E66G20000340001;9375;9375;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F11D20000610001;M4;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.788.186.551.288;11.223.549.465.896;F11D20000610001;2022.27;2022.27;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F11D20000640001;M4;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.795.958.270.488;11.238.039.861.772;F11D20000640001;15496;15496;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F19B20000010001;M4;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.774.695.457.189;11.197.055.317.721;F19B20000010001;12682;12682;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F27C20000230001;M4;1. comunale;Comune di BORGO A MOZZANO (LU);LUCCA;Borgo a Mozzano;43.976.733.604.219;10.530.846.092.334;F27C20000230001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F31D20000620001;M4;1. comunale;Comune di PIAZZA AL SERCHIO (LU);LUCCA;Piazza al Serchio;44.192.984.228.321;10.284.997.470.673;F31D20000620001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F51D20000530001;M4;1. comunale;Comune di PISA (PI);PISA;Pisa;43.701.662.255.648;10.401.906.264.498;F51D20000530001;9314;9314;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F67C20000330001;M4;1. comunale;Comune di MASSA (MS);MASSA-CARRARA;Massa;44.028.071.668.553;10.133.558.704.023;F67C20000330001;11827;11827;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F91D20000750001;M4;1. comunale;Comune di VOLTERRA (PI);PISA;Volterra;43.402.411.413.835;10.861.322.670.325;F91D20000750001;10166;10166;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G11D20000660001;M4;1. comunale;Comune di AREZZO (AR);AREZZO;Arezzo;43.458.219.740.521;11.872.467.494.433;G11D20000660001;7767;7767;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G51D20000510001;M4;1. comunale;Comune di PISA (PI);PISA;Pisa;43.710.386.785.794;10.404.483.432.812;G51D20000510001;9165;9165;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G81D20000770001;M4;1. comunale;Comune di CAMPI BISENZIO (FI);FIRENZE;Campi Bisenzio;43.828.194.767.390;11.133.000.501.355;G81D20000770001;12869;12869;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H21D20000880001;M4;1. comunale;Comune di SAN MINIATO (PI);PISA;San Miniato;43.696.078.830.413;10.835.569.364.392;H21D20000880001;9581;9581;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J51D20000430001;M4;1. comunale;Comune di SANTA MARIA A MONTE (PI);PISA;Santa Maria a Monte;43.697.646.565.158;10.686.167.855.087;J51D20000430001;11594;11594;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J61D20000800001;M4;1. comunale;Comune di SIENA (SI);SIENA;Siena;43.325.035.125.111;11.325.084.474.017;J61D20000800001;9035;9035;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J71D20000570001;M4;1. comunale;Comune di EMPOLI (FI);FIRENZE;Empoli;43.717.918.112.849;10.944.218.551.707;J71D20000570001;10578;10578;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J99C20000290001;M4;1. comunale;Comune di MONSUMMANO TERME (PT);PISTOIA;Monsummano Terme;43.844.251.413.179;10.827.307.324.345;J99C20000290001;9933;9933;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B61D20000530001;M4;1. comunale;Comune di BORGO SAN LORENZO (FI);FIRENZE;Borgo San Lorenzo;43.949.249.852.223;11.402.944.558.042;B61D20000530001;11212;11212;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E89H20000380001;M4;1. comunale;Comune di PONTEDERA (PI);PISA;Pontedera;43.669.659.774.788;10.638.638.937.189;E89H20000380001;12655;12655;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F37C20000380001;M4;1. comunale;Comune di PESCIA (PT);PISTOIA;Pescia;43.899.368.881.031;10.686.390.654.920;F37C20000380001;14309;14309;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H11D20000840001;M4;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.788.954.916.632;11.234.525.345.993;H11D20000840001;12529;12529;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H71D20000880001;M4;1. comunale;Comune di MONTEVARCHI (AR);AREZZO;Montevarchi;43.529.910.943.604;11.574.857.522.355;H71D20000880001;10238;10238;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J57C20000270001;M4;1. comunale;Comune di PISTOIA (PT);PISTOIA;Pistoia;43.939.660.470.088;10.900.424.758.736;J57C20000270001;8821;8821;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J77C20000270001;M4;1. comunale;Comune di PONSACCO (PI);PISA;Ponsacco;43.620.896.627.567;10.633.741.080.266;J77C20000270001;12629;12629;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B81D20000750001;M4;1. comunale;Comune di PONTEDERA (PI);PISA;Pontedera;43.645.345.974.958;10.609.030.320.812;B81D20000750001;13224;13224;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C27C20000320001;M4;1. comunale;Comune di MONTECATINI-TERME (PT);PISTOIA;Montecatini-Terme;43.882.137.339.214;10.785.699.607.939;C27C20000320001;8817;8817;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C41D20000690001;M4;1. comunale;Comune di COLLE DI VAL D'ELSA (SI);SIENA;Colle di Val d'Elsa;43.422.086.184.265;11.107.144.135.211;C41D20000690001;9130;9130;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C76G20000610001;M4;1. comunale;Comune di SCANDICCI (FI);FIRENZE;Scandicci;43.753.336.864.304;11.180.213.398.013;C76G20000610001;12228;12228;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D51D20001490001;M4;1. comunale;Comune di CASCINA (PI);PISA;Cascina;43.691.067.244.118;10.489.093.352.714;D51D20001490001;15149;15149;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D71D20000730006;M4;1. comunale;Comune di SCANDICCI (FI);FIRENZE;Scandicci;43.762.819.328.822;11.176.088.614.576;D71D20000730006;12380;12380;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D77C20000310001;M4;1. comunale;Comune di EMPOLI (FI);FIRENZE;Empoli;43.696.027.929.211;10.946.025.764.597;D77C20000310001;13980;13980;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E17C20000320001;M4;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.780.653.000.232;11.243.810.992.904;E17C20000320001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E61D20000360006;M4;1. comunale;Comune di SANSEPOLCRO (AR);AREZZO;Sansepolcro;43.590.120.449.995;12.125.661.387.104;E61D20000360006;8821;8821;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F17C20000230001;M4;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.788.292.213.814;11.223.498.676.103;F17C20000230001;9352;9352;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F57C20000220001;M4;1. comunale;Comune di PISTOIA (PT);PISTOIA;Pistoia;43.986.513.398.563;10.911.437.190.808;F57C20000220001;9936;9936;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F71D20000520001;M4;1. comunale;Comune di CALENZANO (FI);FIRENZE;Calenzano;43.898.213.814.178;11.187.864.110.227;F71D20000520001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F87C20000540001;M4;1. comunale;Comune di MANCIANO (GR);GROSSETO;Manciano;42.671.392.717.181;11.596.227.216.428;F87C20000540001;7458;7458;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H17C20000300001;M4;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.774.087.826.407;11.265.966.240.306;H17C20000300001;9547;9547;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H31D20001190001;M4;1. comunale;Comune di PRATO (PO);PRATO;Prato;43.875.135.520.048;11.073.222.633.714;H31D20001190001;13194;13194;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H41D20000770001;M4;1. comunale;Comune di VAIANO (PO);PRATO;Vaiano;43.964.964.300.789;11.122.269.265.812;H41D20000770001;10865;10865;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I17C20000310001;M4;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.774.656.261.935;11.203.532.112.001;I17C20000310001;10949;10949;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I39C20000340001;M4;1. comunale;Comune di FIVIZZANO (MS);MASSA-CARRARA;Fivizzano;44.238.149.375.265;10.127.524.329.105;I39C20000340001;6759;6759;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J11D20001540001;M4;1. comunale;Comune di AREZZO (AR);AREZZO;Arezzo;43.465.732.334.353;11.877.909.291.800;J11D20001540001;8741;8741;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J11D20001550001;M4;1. comunale;Comune di REGGELLO (FI);FIRENZE;Reggello;43.682.879.444.344;11.529.262.146.491;J11D20001550001;8501;8501;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J31D20000650001;M4;1. comunale;Comune di BIBBIENA (AR);AREZZO;Bibbiena;43.736.183.075.533;11.848.332.471.783;J31D20000650001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B61D20000490001;M4;1. comunale;Comune di SIENA (SI);SIENA;Siena;43.326.480.356.440;11.316.900.702.170;B61D20000490001;11463;11463;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B91D20000390001;M4;1. comunale;Comune di PORTOFERRAIO (LI);LIVORNO;Portoferraio;42.797.779.300.719;10.299.351.991.432;B91D20000390001;10124;10124;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C49B20000040001;M4;1. comunale;Comune di LIVORNO (LI);LIVORNO;Livorno;43.540.157.612.991;10.302.379.751.018;C49B20000040001;13411;13411;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C87C20000420001;M4;1. comunale;Comune di QUARRATA (PT);PISTOIA;Quarrata;43.852.127.541.104;10.972.265.849.088;C87C20000420001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E21D20000360001;M4;1. comunale;Comune di SAN MINIATO (PI);PISA;San Miniato;43.666.788.355.430;10.843.135.503.373;E21D20000360001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F41D20000330001;M4;1. comunale;Comune di VIAREGGIO (LU);LUCCA;Viareggio;43.889.073.645.925;10.241.768.879.942;F41D20000330001;8646;8646;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F51D20000480006;M4;1. comunale;Comune di PISTOIA (PT);PISTOIA;Pistoia;43.933.154.233.207;10.911.940.755.234;F51D20000480006;10463;10463;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G36G20000570001;M4;1. comunale;Comune di CAMAIORE (LU);LUCCA;Camaiore;43.927.809.875.856;10.324.866.792.196;G36G20000570001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G41D20000480001;M4;1. comunale;Comune di COLLE DI VAL D'ELSA (SI);SIENA;Colle di Val d'Elsa;43.422.086.184.265;11.107.144.135.211;G41D20000480001;11063;11063;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H51D20000850001;M4;1. comunale;Comune di PISTOIA (PT);PISTOIA;Pistoia;43.894.235.023.548;10.961.055.339.093;H51D20000850001;10139;10139;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H61D20000550001;M4;2. intercomunale;Comune di ANGHIARI (AR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I31D20000670001;M4;1. comunale;Comune di PRATO (PO);PRATO;Prato;43.884.463.683.300;11.090.011.252.341;I31D20000670001;15171;15171;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I79H20000120005;M4;1. comunale;Comune di MASSAROSA (LU);LUCCA;Massarosa;43.890.168.211.513;10.296.852.432.052;I79H20000120005;10590;10590;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J37H20002540001;M4;1. comunale;Comune di PRATO (PO);PRATO;Prato;43.865.489.890.759;11.083.859.270.750;J37H20002540001;14359;14359;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J58D20000110001;M4;1. comunale;Comune di GROSSETO (GR);GROSSETO;Grosseto;42.768.800.104.955;11.116.519.434.317;J58D20000110001;11365;11365;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B47C20000380001;M4;1. comunale;Comune di LIVORNO (LI);LIVORNO;Livorno;43.521.228.692.531;10.363.884.136.991;B47C20000380001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C36G20000510001;M4;1. comunale;Comune di BUGGIANO (PT);PISTOIA;Buggiano;43.895.931.933.166;10.732.332.735.172;C36G20000510001;7237;7237;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C41D20000590001;M4;1. comunale;Comune di BUCINE (AR);AREZZO;Bucine;43.477.809.360.357;11.618.756.509.376;C41D20000590001;10399;10399;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C51D20000420001;M4;1. comunale;Comune di PISA (PI);PISA;Pisa;43.718.803.184.599;10.399.631.366.373;C51D20000420001;10655;10655;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C61D20000460001;M4;1. comunale;Comune di PORCARI (LU);LUCCA;Porcari;43.838.007.077.777;10.616.404.366.327;C61D20000460001;10907;10907;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C91D20000580001;M4;1. comunale;Comune di PORTOFERRAIO (LI);LIVORNO;Portoferraio;42.814.368.283.857;10.333.452.823.934;C91D20000580001;8245;8245;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D47C20000250001;M4;1. comunale;Comune di GALLICANO (LU);LUCCA;Gallicano;44.044.713.216.110;10.425.807.487.504;D47C20000250001;9589;9589;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D51D20001190001;M4;1. comunale;Comune di GROSSETO (GR);GROSSETO;Grosseto;42.763.488.848.195;11.113.589.950.149;D51D20001190001;10142;10142;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D51D20001200001;M4;1. comunale;Comune di PISTOIA (PT);PISTOIA;Pistoia;43.935.259.851.648;10.902.026.662.576;D51D20001200001;13014;13014;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E19H20000240001;M4;1. comunale;Comune di FIRENZE (FI);FIRENZE;Firenze;43.790.818.974.883;11.232.549.589.357;E19H20000240001;10437;10437;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E27C20000230001;M4;1. comunale;Comune di CECINA (LI);LIVORNO;Cecina;43.308.481.444.537;10.531.250.640.226;E27C20000230001;10471;10471;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E47C20000200001;M4;1. comunale;Comune di COLLE DI VAL D'ELSA (SI);SIENA;Colle di Val d'Elsa;43.412.823.057.050;11.133.560.928.753;E47C20000200001;11647;11647;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E57C20000180001;M4;1. comunale;Comune di PISA (PI);PISA;Pisa;43.725.067.814.730;10.391.827.966.051;E57C20000180001;12182;12182;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F27C20000170001;M4;1. comunale;Comune di CECINA (LI);LIVORNO;Cecina;43.306.637.172.558;10.522.415.878.466;F27C20000170001;8249;8249;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F31D20000520001;M4;1. comunale;Comune di PRATO (PO);PRATO;Prato;43.879.941.963.729;11.076.546.491.937;F31D20000520001;10692;10692;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F37C20000280001;M4;1. comunale;Comune di PIANCASTAGNAIO (SI);SIENA;Piancastagnaio;42.850.072.053.366;11.685.235.256.518;F37C20000280001;9085;9085;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F71D20000450001;M4;1. comunale;Comune di SCANDICCI (FI);FIRENZE;Scandicci;43.754.966.853.313;11.178.585.888.871;F71D20000450001;12998;12998;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G17C20000330001;M4;1. comunale;Comune di SCARPERIA E SAN PIERO (FI);FIRENZE;Scarperia e San Piero;44.001.713.422.384;11.348.490.767.389;G17C20000330001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G31D20000790006;M4;1. comunale;Comune di PRATO (PO);PRATO;Prato;43.882.710.764.369;11.076.259.238.752;G31D20000790006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G41D20000460001;M4;1. comunale;Comune di PIETRASANTA (LU);LUCCA;Pietrasanta;43.948.992.175.775;10.224.399.477.549;G41D20000460001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G77C20000300001;M4;1. comunale;Comune di SCANDICCI (FI);FIRENZE;Scandicci;43.759.686.046.669;11.177.555.040.115;G77C20000300001;10078;10078;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I41D20000420001;M4;1. comunale;Comune di VIAREGGIO (LU);LUCCA;Viareggio;43.884.141.810.535;10.246.791.096.393;I41D20000420001;12270;12270;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I61D20000460001;M4;1. comunale;Comune di LUCCA (LU);LUCCA;Lucca;43.849.300.854.331;10.517.185.417.976;I61D20000460001;11792;11792;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I67C20000280001;M4;1. comunale;Comune di BORGO SAN LORENZO (FI);FIRENZE;Borgo San Lorenzo;43.957.474.617.924;11.390.054.926.221;I67C20000280001;10295;10295;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
